country,SFTGcode,COW,risk_in_2021,risk_in_2021_22,anymk.ongoing,anymk.ever,reg.afr,reg.eap,reg.eur,reg.mna,reg.sca,countryage.ln,popsize.ln.combined,imr.sqrt,gdppcgrowth.combined,ios.iccpr1,includesnonstate,minorityrule,elf.ethnic,battledeaths.ln,candidaterestriction,partyban,judicialreform,religiousfreedom,pol_killing_approved,freemove_men4,freemove_women4,freediscussion,social_inequality,even_civilrights,repress_civilsoc,social_power_dist,ses_power_dist,tradeshare.ln.combined,coup.try.5yr
Montenegro,MNE,341,0.002367,0.002845,0,0,0,0,1,0,0,2.708050201,13.34024189,1.414213562,-15.15898443,1,1,0,0.7,0,1,4,1,3,0,0,0,0.841,0,1,0,1,0.55,4.457628464,0
Mauritius,MAS,590,0.002354,0.002877,0,0,1,0,0,0,0,3.970291914,14.05116749,3.78153408,-14.86783129,1,1,0,0.46,0,0,4,1,4,0,1,1,0.836,0,0,0,1,0.377,4.365899525,0
United Kingdom,UKG,200,0.002306,0.00325,0,0,0,0,1,0,0,6.184148891,18.02341135,1.923538406,-9.790240362,0,1,0,0.12,0,1,4,1,4,0,1,1,0.97,0,1,0,0,1.04,4.00897742,0
Armenia,ARM,371,0.002299,0.002509,0,0,0,0,1,0,0,3.401197382,14.9017918,3.240370349,-7.6,1,1,0,0.13,0,0,4,0,3,0,1,1,0.935,0,0,0,0,0.542,4.249313305,0
Italy,ITA,325,0.002289,0.002764,0,0,0,0,1,0,0,5.075173815,17.90239441,1.643167673,-8.871146348,1,1,0,0.11,0,1,4,1,4,0,1,1,0.981,0,1,0,0,2.001,4.013098827,0
Japan,JPN,740,0.00227,0.00321,0,0,0,1,0,0,0,7.215975003,18.6504902,1.341640786,0.65415165,0,1,0,0.01,0,1,4,1,4,0,1,1,0.874,0,1,0,0,1.406,3.553322979,0
Spain,SPN,230,0.002248,0.002848,0,0,0,0,1,0,0,6.270988432,17.67311047,1.61245155,-10.83894734,1,1,0,0.42,0,1,4,1,4,0,1,1,0.891,0,1,0,0,1.41,4.0905428,0
Georgia,GRG,372,0.002238,0.003089,0,1,0,0,1,0,0,3.401197382,15.12762002,2.915475947,-6.159672928,1,1,0,0.49,0,0,4,1,3,0,1,1,0.975,0,1,0,1,0.864,4.535484335,0
France,FRN,220,0.002184,0.002666,0,0,0,0,1,0,0,7.071573364,18.02603067,1.949358869,-8.114907097,1,1,0,0.1,0,1,4,1,4,0,1,1,0.952,0,1,0,0,1.468,4.065629113,0
Israel,ISR,666,0.002158,0.003548,0,0,0,0,0,1,0,4.290459441,16.03654931,1.732050808,-2.439985916,0,1,0,0.34,0,1,4,1,4,0,1,1,0.929,0,1,0,0,0.759,3.957119145,0
Bulgaria,BUL,355,0.00205,0.002724,0,1,0,0,1,0,0,4.96284463,15.75097895,2.366431913,-4.15370283,1,1,0,0.4,0,1,4,1,4,0,1,1,0.852,0,1,0,0,0.675,4.705683572,0
Serbia,SRB,345,0.002014,0.002506,0,0,0,0,1,0,0,2.708050201,15.74822314,2.144761059,-0.979714616,1,1,0,0.57,0,1,4,1,4,0,1,1,0.739,0,1,0,1,0.567,4.652813234,0
Hungary,HUN,310,0.001959,0.002646,0,1,0,0,1,0,0,5.147494477,16.09275353,1.732050808,-4.956748517,1,1,0,0.15,0,1,4,1,4,0,1,1,0.765,0,1,0,1,0.648,5.057325144,0
Belgium,BEL,211,0.001757,0.002063,0,0,0,0,1,0,0,5.252273428,16.26271508,1.643167673,-6.283929951,1,1,0,0.56,0,1,4,1,4,0,1,1,0.954,0,1,0,0,1.856,5.079570335,0
Czech Republic,CZR,316,0.001748,0.001984,0,0,0,0,1,0,0,3.33220451,16.18565112,1.58113883,-5.602303764,1,1,0,0.32,0,1,4,1,4,0,1,1,0.986,0,1,0,0,1.065,4.913295174,0
Mongolia,MON,712,0.001734,0.001957,0,0,0,1,0,0,0,4.700480366,15.00283311,3.660601044,-5.335552017,1,1,0,0.37,0,1,4,2,4,0,1,1,0.976,0,1,0,1,0.8,4.732034327,0
Albania,ALB,339,0.001671,0.002059,0,1,0,0,1,0,0,4.691347882,14.85851958,2.93257566,-3.311239444,1,1,0,0.22,0,1,4,1,4,0,1,1,0.877,0,1,0,0,-0.291,4.116283369,0
Qatar,QAT,694,0.001632,0.002186,0,0,0,0,0,1,0,3.912023005,14.87366884,2.366431913,-3.667835526,0,1,1,0.75,0,0,1,1,1,0,1,0,0.173,0,1,0,1,-1.704,4.503355507,0
Netherlands,NTH,210,0.001623,0.001796,0,0,0,0,1,0,0,6.115892125,16.67434228,1.870828693,-3.741328235,1,1,0,0.11,0,1,4,1,4,0,1,1,0.963,0,1,0,0,1.796,4.991414362,0
Switzerland,SWZ,225,0.001544,0.002024,0,0,0,0,1,0,0,6.593044534,15.97155382,1.897366596,-2.870251911,0,1,0,0.53,0,1,4,1,4,0,1,1,0.97,0,1,0,0,1.231,4.753720403,0
Greece,GRC,350,0.001524,0.001635,0,0,0,0,1,0,0,5.241747015,16.18720642,1.816590212,-8.247736115,1,1,0,0.16,0,1,4,1,3,0,1,1,0.945,0,1,0,0,2.237,4.267281676,0
New Zealand,NEW,920,0.001523,0.001754,0,0,0,1,0,0,0,4.736198448,15.44166792,1.974841766,0.981029013,1,1,0,0.4,0,1,4,1,4,0,1,1,0.981,0,1,0,1,1.118,3.990680748,0
Singapore,SIN,830,0.001518,0.001992,0,0,0,1,0,0,0,4.025351691,15.55348363,1.449137675,-5.391021406,0,1,1,0.39,0,0,4,1,3,0,1,1,0.499,0,1,0,1,0.991,5.770080428,0
Macedonia,MAC,343,0.001509,0.001737,0,0,0,0,1,0,0,3.401197382,14.57081624,2.736786437,0,1,1,0,0.5,0,1,4,1,4,0,1,1,0.776,0,1,0,1,-0.467,-1.03691204,0
Slovakia,SLO,317,0.001504,0.001635,0,0,0,0,1,0,0,3.33220451,15.51274449,2.167948339,-4.754325341,1,1,0,0.25,0,1,4,0,3,0,1,1,0.953,0,1,0,0,1.386,5.139357092,0
Bhutan,BHU,760,0.001497,0.001841,0,0,0,0,0,0,1,4.912654886,13.55623711,4.878524367,-6.772101611,0,1,0,0.6,0,1,3,1,2,0,1,1,0.676,0,1,0,0,1.528,4.435079557,0
Guyana,GUY,110,0.001496,0.00158,0,0,0,0,0,0,0,4.007333185,13.57542301,4.939635614,43.47951463,1,1,0,0.62,0,0,4,1,4,0,1,1,0.943,0,1,0,0,0.9,4.37048231,0
Oman,OMA,698,0.001485,0.001786,0,0,0,0,0,1,0,5.916202063,15.44604869,3.130495168,0.5,0,1,0,0.44,0,1,0,1,3,0,1,0,0.307,0,1,0,1,-0.874,4.499842154,0
Costa Rica,COS,94,0.001459,0.001571,0,0,0,0,0,0,0,5.298317367,15.44359631,2.738612788,-4.539965917,1,1,0,0.24,0,1,4,1,4,0,1,1,0.965,0,1,0,0,0.631,4.08659229,0
Austria,AUS,305,0.001451,0.001542,0,0,0,0,1,0,0,4.634728988,16.00349311,1.673320053,-6.590410425,1,1,0,0.11,0,1,4,1,3,0,1,1,0.978,0,1,0,0,1.268,4.619798926,0
Cyprus,CYP,352,0.001431,0.001329,0,0,0,0,1,0,0,4.110873864,14.00394754,1.341640786,-5.103479519,1,1,0,0.09,0,1,4,2,4,0,1,1,0.939,0,0,0,0,1.852,4.952466186,0
Latvia,LAT,367,0.001373,0.001507,0,0,0,0,1,0,0,3.401197382,14.45817885,1.760681686,-3.623683916,1,1,0,0.59,0,1,4,2,4,0,1,1,0.975,0,1,0,1,1.177,4.782447544,0
Portugal,POR,235,0.001317,0.001391,0,0,0,0,1,0,0,6.777646594,16.1481945,1.760681686,-7.563616423,1,1,0,0.05,0,1,4,1,4,0,1,1,0.981,0,1,0,0,1.158,4.322404064,0
Sweden,SWD,380,0.001312,0.001378,0,0,0,0,1,0,0,6.210600077,16.15282958,1.449137675,-2.817819572,1,1,0,0.06,0,1,4,1,4,0,1,1,0.925,0,1,0,0,1.548,4.431787999,0
Uruguay,URU,165,0.001284,0.001341,0,0,0,0,0,0,0,5.278114659,15.06073864,2.469817807,-5.858721243,1,1,0,0.25,0,1,4,1,4,0,1,1,0.984,0,1,0,0,0.583,3.836616207,0
Lithuania,LIT,368,0.00126,0.001294,0,0,0,0,1,0,0,3.401197382,14.84323532,1.732050808,-0.87190554,1,1,0,0.32,0,1,4,1,4,0,1,1,0.832,0,1,0,0,1.381,4.93083676,0
Ireland,IRE,205,0.001258,0.001278,0,0,0,0,1,0,0,4.59511985,15.42389271,1.673320053,3.417815527,1,1,0,0.12,0,1,4,1,4,0,1,1,0.978,0,1,0,0,1.811,5.417494114,0
Finland,FIN,375,0.001244,0.001265,0,0,0,0,1,0,0,4.634728988,15.52582838,1.378404875,-2.773576706,1,1,0,0.13,0,1,4,1,4,0,1,1,0.975,0,1,0,0,2.013,4.267386592,0
Norway,NOR,385,0.001202,0.001196,0,0,0,0,1,0,0,4.753590191,15.49810134,1.414213562,-0.762477535,1,1,0,0.06,0,1,4,1,4,0,1,1,0.914,0,1,0,0,2.38,4.178998664,0
Denmark,DEN,390,0.001143,0.001154,0,0,0,0,1,0,0,6.962243464,15.57876835,1.788854382,-2.733288945,1,1,0,0.08,0,1,4,1,4,0,1,1,0.982,0,1,0,0,1.831,4.626975082,0
Solomon Islands,SOL,940,0.001142,0.001166,0,0,0,1,0,0,0,3.761200116,13.43991197,4.098780306,-4.317260027,0,1,0,0.11,0,1,4,1,4,0,1,0,0.815,0,1,0,0,0.262,4.1546752,0
Estonia,EST,366,0.001066,0.00107,0,0,0,0,1,0,0,3.401197382,14.10148392,1.378404875,-2.932248056,1,1,0,0.51,0,1,4,1,4,0,1,1,0.952,0,1,0,0,1.442,4.938044185,0
